Mod:Item:MetaData, Localized Name
xtones:sols:13, Sols 14
xtones:sols:14, Sols 15
xtones:sols:15, Sols 16
xtones:sync:0, Sync 1
xtones:sync:1, Sync 2
xtones:sync:2, Sync 3
xtones:sync:3, Sync 4
xtones:sync:4, Sync 5
xtones:sync:5, Sync 6
xtones:sync:6, Sync 7
xtones:sync:7, Sync 8
xtones:sync:8, Sync 9
xtones:sync:9, Sync 10
xtones:sync:10, Sync 11
xtones:sync:11, Sync 12
xtones:sync:12, Sync 13
xtones:sync:13, Sync 14
xtones:sync:14, Sync 15
xtones:sync:15, Sync 16
xtones:tank:0, Tank 1
xtones:tank:1, Tank 2
xtones:tank:2, Tank 3
xtones:tank:3, Tank 4
xtones:tank:4, Tank 5
xtones:tank:5, Tank 6
xtones:tank:6, Tank 7
xtones:tank:7, Tank 8
xtones:tank:8, Tank 9
xtones:tank:9, Tank 10
xtones:tank:10, Tank 11
xtones:tank:11, Tank 12
xtones:tank:12, Tank 13
xtones:tank:13, Tank 14
xtones:tank:14, Tank 15
xtones:tank:15, Tank 16
xtones:vect:0, Vect 1
xtones:vect:1, Vect 2
xtones:vect:2, Vect 3
xtones:vect:3, Vect 4
xtones:vect:4, Vect 5
xtones:vect:5, Vect 6
xtones:vect:6, Vect 7
xtones:vect:7, Vect 8
xtones:vect:8, Vect 9
xtones:vect:9, Vect 10
xtones:vect:10, Vect 11
xtones:vect:11, Vect 12
xtones:vect:12, Vect 13
xtones:vect:13, Vect 14
xtones:vect:14, Vect 15
xtones:vect:15, Vect 16
xtones:vena:0, Vena 1
xtones:vena:1, Vena 2
xtones:vena:2, Vena 3
xtones:vena:3, Vena 4
xtones:vena:4, Vena 5
xtones:vena:5, Vena 6
xtones:vena:6, Vena 7
xtones:vena:7, Vena 8
xtones:vena:8, Vena 9
xtones:vena:9, Vena 10
xtones:vena:10, Vena 11
xtones:vena:11, Vena 12
xtones:vena:12, Vena 13
xtones:vena:13, Vena 14
xtones:vena:14, Vena 15
xtones:vena:15, Vena 16
xtones:zane:0, Zane 1
xtones:zane:1, Zane 2
xtones:zane:2, Zane 3
xtones:zane:3, Zane 4
xtones:zane:4, Zane 5
xtones:zane:5, Zane 6
xtones:zane:6, Zane 7
xtones:zane:7, Zane 8
xtones:zane:8, Zane 9
xtones:zane:9, Zane 10
xtones:zane:10, Zane 11
xtones:zane:11, Zane 12
xtones:zane:12, Zane 13
xtones:zane:13, Zane 14
xtones:zane:14, Zane 15
xtones:zane:15, Zane 16
xtones:zech:0, Zech 1
xtones:zech:1, Zech 2
xtones:zech:2, Zech 3
xtones:zech:3, Zech 4
xtones:zech:4, Zech 5
xtones:zech:5, Zech 6
xtones:zech:6, Zech 7
xtones:zech:7, Zech 8
xtones:zech:8, Zech 9
xtones:zech:9, Zech 10
xtones:zech:10, Zech 11
xtones:zech:11, Zech 12
xtones:zech:12, Zech 13
xtones:zech:13, Zech 14
xtones:zech:14, Zech 15
xtones:zech:15, Zech 16
xtones:zest:0, Zest 1
xtones:zest:1, Zest 2
xtones:zest:2, Zest 3
xtones:zest:3, Zest 4
xtones:zest:4, Zest 5
xtones:zest:5, Zest 6
xtones:zest:6, Zest 7
xtones:zest:7, Zest 8
xtones:zest:8, Zest 9
xtones:zest:9, Zest 10
xtones:zest:10, Zest 11
xtones:zest:11, Zest 12
xtones:zest:12, Zest 13
xtones:zest:13, Zest 14
xtones:zest:14, Zest 15
xtones:zest:15, Zest 16
xtones:zeta:0, Zeta 1
xtones:zeta:1, Zeta 2
xtones:zeta:2, Zeta 3
xtones:zeta:3, Zeta 4
xtones:zeta:4, Zeta 5
xtones:zeta:5, Zeta 6
xtones:zeta:6, Zeta 7
xtones:zeta:7, Zeta 8
xtones:zeta:8, Zeta 9
xtones:zeta:9, Zeta 10
xtones:zeta:10, Zeta 11
xtones:zeta:11, Zeta 12
xtones:zeta:12, Zeta 13
xtones:zeta:13, Zeta 14
xtones:zeta:14, Zeta 15
xtones:zeta:15, Zeta 16
xtones:zion:0, Zion 1
xtones:zion:1, Zion 2
xtones:zion:2, Zion 3
xtones:zion:3, Zion 4
xtones:zion:4, Zion 5
xtones:zion:5, Zion 6
xtones:zion:6, Zion 7
xtones:zion:7, Zion 8
xtones:zion:8, Zion 9
xtones:zion:9, Zion 10
xtones:zion:10, Zion 11
xtones:zion:11, Zion 12
xtones:zion:12, Zion 13
xtones:zion:13, Zion 14
xtones:zion:14, Zion 15
xtones:zion:15, Zion 16
xtones:zkul:0, Zkul 1
xtones:zkul:1, Zkul 2
xtones:zkul:2, Zkul 3
xtones:zkul:3, Zkul 4
xtones:zkul:4, Zkul 5
xtones:zkul:5, Zkul 6
xtones:zkul:6, Zkul 7
xtones:zkul:7, Zkul 8
xtones:zkul:8, Zkul 9
xtones:zkul:9, Zkul 10
xtones:zkul:10, Zkul 11
xtones:zkul:11, Zkul 12
xtones:zkul:12, Zkul 13
xtones:zkul:13, Zkul 14
xtones:zkul:14, Zkul 15
xtones:zkul:15, Zkul 16
xtones:zoea:0, Zoea 1
xtones:zoea:1, Zoea 2
xtones:zoea:2, Zoea 3
xtones:zoea:3, Zoea 4
xtones:zoea:4, Zoea 5
xtones:zoea:5, Zoea 6
xtones:zoea:6, Zoea 7
xtones:zoea:7, Zoea 8
xtones:zoea:8, Zoea 9
xtones:zoea:9, Zoea 10
xtones:zoea:10, Zoea 11
xtones:zoea:11, Zoea 12
xtones:zoea:12, Zoea 13
xtones:zoea:13, Zoea 14
xtones:zoea:14, Zoea 15
xtones:zoea:15, Zoea 16
xtones:zome:0, Zome 1
xtones:zome:1, Zome 2
xtones:zome:2, Zome 3
xtones:zome:3, Zome 4
xtones:zome:4, Zome 5
xtones:zome:5, Zome 6
xtones:zome:6, Zome 7
xtones:zome:7, Zome 8
xtones:zome:8, Zome 9
xtones:zome:9, Zome 10
xtones:zome:10, Zome 11
xtones:zome:11, Zome 12
xtones:zome:12, Zome 13
xtones:zome:13, Zome 14
xtones:zome:14, Zome 15
xtones:zome:15, Zome 16
xtones:zone:0, Zone 1
xtones:zone:1, Zone 2
xtones:zone:2, Zone 3
xtones:zone:3, Zone 4
xtones:zone:4, Zone 5
xtones:zone:5, Zone 6
xtones:zone:6, Zone 7
xtones:zone:7, Zone 8
xtones:zone:8, Zone 9
xtones:zone:9, Zone 10
xtones:zone:10, Zone 11
xtones:zone:11, Zone 12
xtones:zone:12, Zone 13
xtones:zone:13, Zone 14
xtones:zone:14, Zone 15
xtones:zone:15, Zone 16
xtones:zorg:0, Zorg 1
xtones:zorg:1, Zorg 2
xtones:zorg:2, Zorg 3
xtones:zorg:3, Zorg 4
xtones:zorg:4, Zorg 5
xtones:zorg:5, Zorg 6
xtones:zorg:6, Zorg 7
xtones:zorg:7, Zorg 8
xtones:zorg:8, Zorg 9
xtones:zorg:9, Zorg 10
xtones:zorg:10, Zorg 11
xtones:zorg:11, Zorg 12
xtones:zorg:12, Zorg 13
xtones:zorg:13, Zorg 14
xtones:zorg:14, Zorg 15
xtones:zorg:15, Zorg 16
xtones:ztyl:0, Ztyl 1
xtones:ztyl:1, Ztyl 2
xtones:ztyl:2, Ztyl 3
xtones:ztyl:3, Ztyl 4
xtones:ztyl:4, Ztyl 5
xtones:ztyl:5, Ztyl 6
xtones:ztyl:6, Ztyl 7
xtones:ztyl:7, Ztyl 8
xtones:ztyl:8, Ztyl 9
xtones:ztyl:9, Ztyl 10
xtones:ztyl:10, Ztyl 11
xtones:ztyl:11, Ztyl 12
xtones:ztyl:12, Ztyl 13
xtones:ztyl:13, Ztyl 14
xtones:ztyl:14, Ztyl 15
xtones:ztyl:15, Ztyl 16
xtones:zyth:0, Zyth 1
xtones:zyth:1, Zyth 2
xtones:zyth:2, Zyth 3
xtones:zyth:3, Zyth 4
xtones:zyth:4, Zyth 5
xtones:zyth:5, Zyth 6
xtones:zyth:6, Zyth 7
xtones:zyth:7, Zyth 8
xtones:zyth:8, Zyth 9
xtones:zyth:9, Zyth 10
xtones:zyth:10, Zyth 11
xtones:zyth:11, Zyth 12
xtones:zyth:12, Zyth 13
xtones:zyth:13, Zyth 14
xtones:zyth:14, Zyth 15
xtones:zyth:15, Zyth 16
base:wrench, Wrench
patchouli:guide_book, Guide Book
warpdrive:laser, Laser
warpdrive:chunk_loader.basic, Basic Chunk Loader
warpdrive:chunk_loader.advanced, Advanced Chunk Loader
warpdrive:chunk_loader.superior, Superior Chunk Loader
warpdrive:laser_medium.basic, Basic Laser Medium
warpdrive:laser_medium.advanced, Advanced Laser Medium
warpdrive:laser_medium.superior, Superior Laser Medium
warpdrive:component:0, Memory Crystal
warpdrive:component:1, Memory Cluster
warpdrive:component:2, Diamond Tuned Crystal
warpdrive:component:3, Emerald Tuned Crystal
warpdrive:component:4, Capacitive Crystal
warpdrive:component:5, Capacitive Cluster
warpdrive:component:6, Ender Coil Crystal
warpdrive:component:7, Diamond Coil Crystal
warpdrive:component:8, Computer Interface
warpdrive:component:9, Bone Charcoal
warpdrive:component:10, Activated Carbon
warpdrive:component:11, Empty Air Canister
warpdrive:component:12, Flat Screen
warpdrive:component:13, Holographic projector
warpdrive:component:14, Glass Tank
warpdrive:component:15, Motor
warpdrive:component:16, Pump
warpdrive:component:17, Lens
warpdrive:component:18, Zoom
warpdrive:component:19, Diffraction Grating
warpdrive:component:20, Power Interface
warpdrive:component:21, Superconductor
warpdrive:component:22, Laser Medium (empty)
warpdrive:component:23, Electromagnetic Projector
warpdrive:component:24, Reactor Core
warpdrive:component:25, Raw rubber clump
warpdrive:component:26, Rubber
warpdrive:component:27, Biopulp
warpdrive:component:28, Biofiber
warpdrive:component:29, Raw Ceramic
warpdrive:component:30, Ceramic
warpdrive:component:31, Raw Carbon fiber
warpdrive:component:32, Raw Carbon Mesh
warpdrive:component:33, Carbon Fiber
warpdrive:accelerator_core, Accelerator Core
warpdrive:accelerator_control_point, Accelerator control point
warpdrive:particles_collider, Particles Collider
warpdrive:particles_injector, Particles Injector
warpdrive:void_shell.plain, Plain Void Shell
warpdrive:void_shell.glass, Glass Void Shell
warpdrive:electromagnet.basic.plain, Basic Plain Electromagnet
warpdrive:electromagnet.basic.glass, Basic Glass Electromagnet
warpdrive:chiller.basic, Basic Chiller
warpdrive:electromagnetic_cell.basic:0, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:1, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:2, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:3, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:4, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:5, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:6, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:7, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:8, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:9, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:10, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:11, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:12, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:13, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:14, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:15, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:16, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:17, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:18, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:19, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:20, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:21, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:22, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:23, Basic Electromagnetic cell
warpdrive:electromagnetic_cell.basic:24, Basic Electromagnetic cell
warpdrive:electromagnet.advanced.plain, Advanced Plain Electromagnet
warpdrive:electromagnet.advanced.glass, Advanced Glass Electromagnet
warpdrive:chiller.advanced, Advanced Chiller
warpdrive:electromagnetic_cell.advanced:0, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:1, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:2, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:3, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:4, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:5, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:6, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:7, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:8, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:9, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:10, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:11, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:12, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:13, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:14, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:15, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:16, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:17, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:18, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:19, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:20, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:21, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:22, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:23, Advanced Electromagnetic cell
warpdrive:electromagnetic_cell.advanced:24, Advanced Electromagnetic cell
warpdrive:electromagnet.superior.plain, Superior Plain Electromagnet
warpdrive:electromagnet.superior.glass, Superior Glass Electromagnet
warpdrive:chiller.superior, Superior Chiller
warpdrive:electromagnetic_cell.superior:0, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:1, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:2, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:3, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:4, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:5, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:6, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:7, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:8, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:9, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:10, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:11, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:12, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:13, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:14, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:15, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:16, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:17, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:18, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:19, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:20, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:21, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:22, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:23, Superior Electromagnetic cell
warpdrive:electromagnetic_cell.superior:24, Superior Electromagnetic cell
warpdrive:ship_scanner.basic, Shuttle Ship Scanner
warpdrive:ship_scanner.advanced, Corvette Ship Scanner
warpdrive:ship_scanner.superior, Frigate Ship Scanner
warpdrive:ship_token:0, Ship token #0
warpdrive:ship_token:1, Ship token #1
warpdrive:ship_token:2, Ship token #2
warpdrive:ship_token:3, Ship token #3
warpdrive:ship_token:4, Ship token #4
warpdrive:ship_token:5, Ship token #5
warpdrive:ship_token:10, Ship token #10
warpdrive:ship_token:11, Ship token #11
warpdrive:ship_token:12, Ship token #12
warpdrive:ship_token:13, Ship token #13
warpdrive:ship_token:14, Ship token #14
warpdrive:ship_token:15, Ship token #15
warpdrive:ship_token:20, Ship token #20
warpdrive:ship_token:21, Ship token #21
warpdrive:ship_token:22, Ship token #22
warpdrive:ship_token:23, Ship token #23
warpdrive:ship_token:24, Ship token #24
warpdrive:ship_token:25, Ship token #25
warpdrive:ship_token:30, Ship token #30
warpdrive:ship_token:31, Ship token #31
warpdrive:ship_token:32, Ship token #32
warpdrive:ship_token:33, Ship token #33
warpdrive:ship_token:34, Ship token #34
warpdrive:ship_token:35, Ship token #35
warpdrive:ship_token:40, Ship token #40
warpdrive:ship_token:41, Ship token #41
warpdrive:ship_token:42, Ship token #42
warpdrive:ship_token:43, Ship token #43
warpdrive:ship_token:44, Ship token #44
warpdrive:ship_token:45, Ship token #45
warpdrive:air_flow, Air Block
warpdrive:air_source, Air Block
warpdrive:air_shield:0, Energy Air Shield
warpdrive:air_shield:1, Energy Air Shield
warpdrive:air_shield:2, Energy Air Shield
warpdrive:air_shield:3, Energy Air Shield
warpdrive:air_shield:4, Energy Air Shield
warpdrive:air_shield:5, Energy Air Shield
warpdrive:air_shield:6, Energy Air Shield
warpdrive:air_shield:7, Energy Air Shield
warpdrive:air_shield:8, Energy Air Shield
warpdrive:air_shield:9, Energy Air Shield
warpdrive:air_shield:10, Energy Air Shield
warpdrive:air_shield:11, Energy Air Shield
warpdrive:air_shield:12, Energy Air Shield
warpdrive:air_shield:13, Energy Air Shield
warpdrive:air_shield:14, Energy Air Shield
warpdrive:air_shield:15, Energy Air Shield
warpdrive:air_generator.basic, Basic Air Generator
warpdrive:air_generator.advanced, Advanced Air Generator
warpdrive:air_generator.superior, Superior Air Generator
warpdrive:air_tank.canister, Air Canister
warpdrive:air_tank.basic, Basic Air Tank
warpdrive:air_tank.advanced, Advanced Air Tank
warpdrive:air_tank.superior, Superior Air Tank
warpdrive:mining_laser, Mining Laser
warpdrive:laser_tree_farm, Laser Tree Farm
warpdrive:bedrock_glass, Bedrock Glass
warpdrive:decorative:0, Plain metal decoration
warpdrive:decorative:1, Grated metal decoration
warpdrive:decorative:2, Grated glass decoration
warpdrive:decorative:3, Black & yellow stripes down
warpdrive:decorative:4, Black & yellow stripes up
warpdrive:decorative:5, Yellow & black stripes down
warpdrive:decorative:6, Yellow & black stripes up
warpdrive:gas:0, Gas Block
warpdrive:gas:1, Gas Block
warpdrive:gas:2, Gas Block
warpdrive:gas:3, Gas Block
warpdrive:gas:4, Gas Block
warpdrive:gas:5, Gas Block
warpdrive:gas:6, Gas Block
warpdrive:gas:7, Gas Block
warpdrive:gas:8, Gas Block
warpdrive:gas:9, Gas Block
warpdrive:gas:10, Gas Block
warpdrive:gas:11, Gas Block
warpdrive:lamp_bubble:0, Bubble Lamp
warpdrive:lamp_flat:0, Flat Lamp
warpdrive:lamp_long:0, Long Lamp
warpdrive:biometric_scanner, Biometric Scanner
warpdrive:camera, Camera
warpdrive:cloaking_coil, Cloaking Coil
warpdrive:cloaking_core, Cloaking Core
warpdrive:environmental_sensor, Environmental Sensor
warpdrive:monitor, Monitor
warpdrive:radar, Radar
warpdrive:siren_industrial.basic, Basic Industrial Siren
warpdrive:siren_military.basic, Basic Air Raid Siren
warpdrive:speaker.basic, Basic Speaker
warpdrive:virtual_assistant.basic, Basic Virtual Assistant
warpdrive:siren_industrial.advanced, Advanced Industrial Siren
warpdrive:siren_military.advanced, Advanced Air Raid Siren
warpdrive:speaker.advanced, Advanced Speaker
warpdrive:virtual_assistant.advanced, Advanced Virtual Assistant
warpdrive:siren_industrial.superior, Superior Industrial Siren
warpdrive:siren_military.superior, Superior Air Raid Siren
warpdrive:speaker.superior, Superior Speaker
warpdrive:virtual_assistant.superior, Superior Virtual Assistant
warpdrive:warp_isolation, Warp-field Isolation Block
warpdrive:capacitor.creative:0, Zero-Point Module
warpdrive:capacitor.basic:0, Basic Subspace Capacitor
warpdrive:capacitor.basic:0, Basic Subspace Capacitor
warpdrive:capacitor.advanced:0, Advanced Subspace Capacitor
warpdrive:capacitor.advanced:0, Advanced Subspace Capacitor
warpdrive:capacitor.superior:0, Superior Subspace Capacitor
warpdrive:capacitor.superior:0, Superior Subspace Capacitor
warpdrive:enan_reactor_core.basic, Basic Enantiomorphic Reactor Core
warpdrive:enan_reactor_core.advanced, Advanced Enantiomorphic Reactor Core
warpdrive:enan_reactor_core.superior, Superior Enantiomorphic Reactor Core
warpdrive:enan_reactor_laser, Enantiomorphic Reactor Stabilization Laser
warpdrive:projector.basic:0, Basic Force Field Half Projector
warpdrive:projector.basic:1, Basic Force Field Full Projector
warpdrive:force_field_relay.basic, Basic Force Field Relay
warpdrive:projector.advanced:0, Advanced Force Field Half Projector
warpdrive:projector.advanced:1, Advanced Force Field Full Projector
warpdrive:force_field_relay.advanced, Advanced Force Field Relay
warpdrive:projector.superior:0, Superior Force Field Half Projector
warpdrive:projector.superior:1, Superior Force Field Full Projector
warpdrive:force_field_relay.superior, Superior Force Field Relay
warpdrive:security_station, Security Station
warpdrive:force_field_shape:1, Sphere shape
warpdrive:force_field_shape:2, Horizontal cylinder shape
warpdrive:force_field_shape:3, Vertical cylinder shape
warpdrive:force_field_shape:4, Cube shape
warpdrive:force_field_shape:5, Plane shape
warpdrive:force_field_shape:6, Tube shape
warpdrive:force_field_shape:7, Tunnel shape
warpdrive:force_field_upgrade:1, Attraction upgrade
warpdrive:force_field_upgrade:2, Block breaker upgrade
warpdrive:force_field_upgrade:3, Camouflage upgrade
warpdrive:force_field_upgrade:4, Cooling upgrade
warpdrive:force_field_upgrade:5, Fusion upgrade
warpdrive:force_field_upgrade:6, Heating upgrade
warpdrive:force_field_upgrade:7, Inversion upgrade
warpdrive:force_field_upgrade:8, Item port upgrade
warpdrive:force_field_upgrade:9, Pumping upgrade
warpdrive:force_field_upgrade:10, Range upgrade
warpdrive:force_field_upgrade:11, Repulsion upgrade
warpdrive:force_field_upgrade:12, Rotation upgrade
warpdrive:force_field_upgrade:13, Shock upgrade
warpdrive:force_field_upgrade:14, Silencer upgrade
warpdrive:force_field_upgrade:15, Speed upgrade
warpdrive:force_field_upgrade:16, Stabilization upgrade
warpdrive:force_field_upgrade:17, Thickness upgrade
warpdrive:force_field_upgrade:18, Translation upgrade
warpdrive:hull.basic.plain:0, White Stained Basic Hull
warpdrive:hull.basic.plain:1, Orange Stained Basic Hull
warpdrive:hull.basic.plain:2, Magenta Stained Basic Hull
warpdrive:hull.basic.plain:3, Light Blue Stained Basic Hull
warpdrive:hull.basic.plain:4, Yellow Stained Basic Hull
warpdrive:hull.basic.plain:5, Lime Stained Basic Hull
warpdrive:hull.basic.plain:6, Pink Stained Basic Hull
warpdrive:hull.basic.plain:7, Gray Stained Basic Hull
warpdrive:hull.basic.plain:8, Silver Stained Basic Hull
warpdrive:hull.basic.plain:9, Cyan Stained Basic Hull
warpdrive:hull.basic.plain:10, Purple Stained Basic Hull
warpdrive:hull.basic.plain:11, Blue Stained Basic Hull
warpdrive:hull.basic.plain:12, Brown Stained Basic Hull
warpdrive:hull.basic.plain:13, Green Stained Basic Hull
warpdrive:hull.basic.plain:14, Red Stained Basic Hull
warpdrive:hull.basic.plain:15, Black Stained Basic Hull
warpdrive:hull.basic.tiled:0, White Stained Basic Hull
warpdrive:hull.basic.tiled:1, Orange Stained Basic Hull
warpdrive:hull.basic.tiled:2, Magenta Stained Basic Hull
warpdrive:hull.basic.tiled:3, Light Blue Stained Basic Hull
warpdrive:hull.basic.tiled:4, Yellow Stained Basic Hull
warpdrive:hull.basic.tiled:5, Lime Stained Basic Hull
warpdrive:hull.basic.tiled:6, Pink Stained Basic Hull
warpdrive:hull.basic.tiled:7, Gray Stained Basic Hull
warpdrive:hull.basic.tiled:8, Silver Stained Basic Hull
warpdrive:hull.basic.tiled:9, Cyan Stained Basic Hull
warpdrive:hull.basic.tiled:10, Purple Stained Basic Hull
warpdrive:hull.basic.tiled:11, Blue Stained Basic Hull
warpdrive:hull.basic.tiled:12, Brown Stained Basic Hull
warpdrive:hull.basic.tiled:13, Green Stained Basic Hull
warpdrive:hull.basic.tiled:14, Red Stained Basic Hull
warpdrive:hull.basic.tiled:15, Black Stained Basic Hull
warpdrive:hull.basic.glass:0, White Stained Basic Hull Glass
warpdrive:hull.basic.glass:1, Orange Stained Basic Hull Glass
warpdrive:hull.basic.glass:2, Magenta Stained Basic Hull Glass
warpdrive:hull.basic.glass:3, Light Blue Stained Basic Hull Glass
warpdrive:hull.basic.glass:4, Yellow Stained Basic Hull Glass
warpdrive:hull.basic.glass:5, Lime Stained Basic Hull Glass
warpdrive:hull.basic.glass:6, Pink Stained Basic Hull Glass
warpdrive:hull.basic.glass:7, Gray Stained Basic Hull Glass
warpdrive:hull.basic.glass:8, Silver Stained Basic Hull Glass
warpdrive:hull.basic.glass:9, Cyan Stained Basic Hull Glass
warpdrive:hull.basic.glass:10, Purple Stained Basic Hull Glass
warpdrive:hull.basic.glass:11, Blue Stained Basic Hull Glass
warpdrive:hull.basic.glass:12, Brown Stained Basic Hull Glass
warpdrive:hull.basic.glass:13, Green Stained Basic Hull Glass
warpdrive:hull.basic.glass:14, Red Stained Basic Hull Glass
warpdrive:hull.basic.glass:15, Black Stained Basic Hull Glass
warpdrive:hull.basic.omnipanel:0, White Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:1, Orange Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:2, Magenta Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:3, Light Blue Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:4, Yellow Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:5, Lime Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:6, Pink Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:7, Gray Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:8, Silver Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:9, Cyan Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:10, Purple Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:11, Blue Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:12, Brown Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:13, Green Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:14, Red Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:15, Black Stained Basic Hull Omnipanel
warpdrive:hull.basic.stairs_white:0, White Stained Basic Hull Stairs
warpdrive:hull.basic.slab_white:0, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:2, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:6, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:8, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:12, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:13, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:14, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:15, White Stained Basic Hull Slab
warpdrive:hull.basic.stairs_orange:0, Orange Stained Basic Hull Stairs
warpdrive:hull.basic.slab_orange:0, Orange Stained Basic Hull Slab
warpdrive:hull.basic.slab_orange:2, Orange Stained Basic Hull Slab
warpdrive:hull.basic.slab_orange:6, Orange Stained Basic Hull Slab
warpdrive:hull.basic.slab_orange:8, Orange Stained Basic Hull Slab
